Sequential ID,Traceability ID,Category,Scope,Rule description,HMRC reference,Publication title,Version,Page/paragraph identifier,URL,Last updated,Error code,Acceptance criteria,Verification procedure
3079,TDR-R-03079,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type F, and requested procedure 3171 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!20,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 20,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals F.
- DE 1/10 equals 3171.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3080,TDR-R-03080,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type J, and requested procedure 1040 must derive category C21EEIDR.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!21,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 21,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals J.
- DE 1/10 equals 1040.
- The combination derives procedure category C21EEIDR.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3081,TDR-R-03081,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type J, and requested procedure 2300 must derive category C21EEIDR.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!21,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 21,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals J.
- DE 1/10 equals 2300.
- The combination derives procedure category C21EEIDR.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3082,TDR-R-03082,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type J, and requested procedure 3151 must derive category C21EEIDR.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!21,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 21,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals J.
- DE 1/10 equals 3151.
- The combination derives procedure category C21EEIDR.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3083,TDR-R-03083,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type J, and requested procedure 3153 must derive category C21EEIDR.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!21,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 21,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals J.
- DE 1/10 equals 3153.
- The combination derives procedure category C21EEIDR.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3084,TDR-R-03084,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type J, and requested procedure 3171 must derive category C21EEIDR.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!21,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 21,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals J.
- DE 1/10 equals 3171.
- The combination derives procedure category C21EEIDR.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3085,TDR-R-03085,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type J, and requested procedure 12 must derive category C21E.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!21,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 21,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals J.
- DE 1/10 equals 12.
- The combination derives procedure category C21E.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3086,TDR-R-03086,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type J, and requested procedure 15 must derive category C21E.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!21,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 21,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals J.
- DE 1/10 equals 15.
- The combination derives procedure category C21E.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3087,TDR-R-03087,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type J, and requested procedure 16 must derive category C21E.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!21,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 21,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals J.
- DE 1/10 equals 16.
- The combination derives procedure category C21E.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3088,TDR-R-03088,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type J, and requested procedure 17 must derive category C21E.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!21,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 21,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals J.
- DE 1/10 equals 17.
- The combination derives procedure category C21E.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3089,TDR-R-03089,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type J, and requested procedure 18 must derive category C21E.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!21,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 21,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals J.
- DE 1/10 equals 18.
- The combination derives procedure category C21E.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3090,TDR-R-03090,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type K, and requested procedure 1040 must derive category C21EEIDR.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!22,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 22,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals K.
- DE 1/10 equals 1040.
- The combination derives procedure category C21EEIDR.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3091,TDR-R-03091,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type K, and requested procedure 2300 must derive category C21EEIDR.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!22,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 22,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals K.
- DE 1/10 equals 2300.
- The combination derives procedure category C21EEIDR.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
